"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Spain","Romania","2010","5","0","5","0"
"Spain","Russian Federation","2010","377","0","377","0"
"Spain","Rwanda","2010","15","0","15","0"
"Spain","Senegal","2010","2","0","2","0"
"Spain","Serbia (and Kosovo: S/RES/1244 (1999))","2010","41","0","41","0"
"Spain","Sierra Leone","2010","49","0","49","0"
"Spain","Somalia","2010","78","0","78","0"
"Spain","Sri Lanka","2010","41","0","41","0"
"Spain","State of Palestine","2010","111","0","111","0"
"Spain","Stateless","2010","108","0","108","0"
"Spain","Sudan","2010","11","0","11","0"
"Spain","Syrian Arab Rep.","2010","35","0","35","0"
"Spain","Togo","2010","8","0","8","0"
"Spain","Tunisia","2010","19","0","19","0"
"Spain","Turkey","2010","8","0","8","0"
"Spain","Uganda","2010","0","0","0","0"
"Spain","Ukraine","2010","25","0","25","0"
"Spain","Uzbekistan","2010","7","0","7","0"
"Spain","Various","2010","71","0","71","0"
"Spain","Venezuela (Bolivarian Republic of)","2010","31","0","31","0"
"Spain","Viet Nam","2010","6","0","6","0"
"Sri Lanka","Iraq","2010","0","0","0","0"
"Sri Lanka","Myanmar","2010","55","55","55","55"
"Sri Lanka","Pakistan","2010","164","164","164","164"
"Sri Lanka","State of Palestine","2010","4","4","4","4"
"Sudan","Burundi","2010","2","2","2","2"
"Sudan","Central African Rep.","2010","1536","129","3686","1655"
"Sudan","Chad","2010","7428","7426","39578","21959"
"Sudan","Dem. Rep. of the Congo","2010","20980","14753","20980","14753"
"Sudan","Eritrea","2010","103798","66278","103798","66278"
"Sudan","Ethiopia","2010","9101","4706","9101","4706"
"Sudan","Kenya","2010","1","1","1","1"
"Sudan","Rwanda","2010","0","0","0","0"
"Sudan","Somalia","2010","86","35","86","35"
"Sudan","Uganda","2010","952","2","952","2"
"Sudan","Various","2010","124","0","124","0"
"Suriname","Sierra Leone","2010","1","0","1","0"
"Swaziland","Angola","2010","95","0","95","0"
"Swaziland","Burundi","2010","170","0","170","0"
"Swaziland","Congo","2010","56","0","56","0"
"Swaziland","Dem. Rep. of the Congo","2010","126","0","126","0"
"Swaziland","Ethiopia","2010","24","0","24","0"
"Swaziland","Kenya","2010","1","0","1","0"
"Swaziland","Liberia","2010","36","0","36","0"
"Swaziland","Nigeria","2010","1","0","1","0"
"Swaziland","Rwanda","2010","108","0","108","0"
"Swaziland","Sierra Leone","2010","13","0","13","0"
"Swaziland","Somalia","2010","69","0","69","0"
"Swaziland","Sri Lanka","2010","17","0","17","0"
"Swaziland","Uganda","2010","43","0","43","0"
"Sweden","Afghanistan","2010","4150","0","4150","0"
"Sweden","Albania","2010","166","0","166","0"
"Sweden","Algeria","2010","86","0","86","0"
"Sweden","Angola","2010","108","0","108","0"
"Sweden","Argentina","2010","4","0","4","0"
"Sweden","Armenia","2010","599","0","599","0"
"Sweden","Australia","2010","1","0","1","0"
"Sweden","Azerbaijan","2010","781","0","781","0"
"Sweden","Bahrain","2010","0","0","0","0"
"Sweden","Bangladesh","2010","285","0","285","0"
"Sweden","Belarus","2010","209","0","209","0"
"Sweden","Belgium","2010","15","0","15","0"
"Sweden","Benin","2010","5","0","5","0"
"Sweden","Bhutan","2010","9","0","9","0"
"Sweden","Bolivia (Plurinational State of)","2010","49","0","49","0"
"Sweden","Bosnia and Herzegovina","2010","2341","0","2341","0"
"Sweden","Brazil","2010","1","0","1","0"
"Sweden","Bulgaria","2010","29","0","29","0"
"Sweden","Burkina Faso","2010","3","0","3","0"
"Sweden","Burundi","2010","1292","0","1292","0"
"Sweden","Cambodia","2010","7","0","7","0"
"Sweden","Cameroon","2010","58","0","58","0"
"Sweden","Canada","2010","1","0","1","0"
"Sweden","Central African Rep.","2010","0","0","0","0"
"Sweden","Chad","2010","8","0","8","0"
"Sweden","Chile","2010","42","0","42","0"
"Sweden","China","2010","148","0","148","0"
"Sweden","Colombia","2010","186","0","186","0"
"Sweden","Congo","2010","52","0","52","0"
"Sweden","Côte d'Ivoire","2010","46","0","46","0"
"Sweden","Croatia","2010","84","0","84","0"
"Sweden","Cuba","2010","91","0","91","0"
"Sweden","Czech Rep.","2010","1","0","1","0"
"Sweden","Dem. People's Rep. of Korea","2010","8","0","8","0"
"Sweden","Dem. Rep. of the Congo","2010","240","0","240","0"
"Sweden","Denmark","2010","1","0","1","0"
"Sweden","Djibouti","2010","0","0","0","0"
"Sweden","Ecuador","2010","60","0","60","0"
"Sweden","Egypt","2010","112","0","112","0"
"Sweden","El Salvador","2010","29","0","29","0"
"Sweden","Equatorial Guinea","2010","3","0","3","0"
"Sweden","Eritrea","2010","3921","0","3921","0"
"Sweden","Estonia","2010","8","0","8","0"
"Sweden","Ethiopia","2010","326","0","326","0"
"Sweden","Gambia","2010","27","0","27","0"
"Sweden","Georgia","2010","173","0","173","0"
"Sweden","Germany","2010","5","0","5","0"
"Sweden","Ghana","2010","8","0","8","0"
"Sweden","Greece","2010","3","0","3","0"
"Sweden","Guatemala","2010","7","0","7","0"
"Sweden","Guinea","2010","46","0","46","0"
"Sweden","Guinea-Bissau","2010","4","0","4","0"
"Sweden","Honduras","2010","16","0","16","0"
"Sweden","Hungary","2010","1","0","1","0"
"Sweden","India","2010","58","0","58","0"
"Sweden","Indonesia","2010","6","0","6","0"
"Sweden","Iraq","2010","29013","0","29013","0"
"Sweden","Islamic Rep. of Iran","2010","2360","0","2360","0"
"Sweden","Israel","2010","32","0","32","0"
"Sweden","Italy","2010","2","0","2","0"
"Sweden","Jordan","2010","328","0","328","0"
"Sweden","Kazakhstan","2010","377","0","377","0"
"Sweden","Kenya","2010","54","0","54","0"
"Sweden","Kiribati","2010","31","0","31","0"
"Sweden","Kuwait","2010","5","0","5","0"
"Sweden","Kyrgyzstan","2010","150","0","150","0"
"Sweden","Lao People's Dem. Rep.","2010","7","0","7","0"
"Sweden","Latvia","2010","14","0","14","0"
"Sweden","Lebanon","2010","454","0","454","0"
"Sweden","Liberia","2010","31","0","31","0"
"Sweden","Libya","2010","213","0","213","0"
"Sweden","Lithuania","2010","12","0","12","0"
"Sweden","Malaysia","2010","5","0","5","0"
"Sweden","Mali","2010","5","0","5","0"
"Sweden","Mauritania","2010","9","0","9","0"
"Sweden","Mauritius","2010","0","0","0","0"
"Sweden","Mongolia","2010","125","0","125","0"
"Sweden","Montenegro","2010","42","0","42","0"
"Sweden","Morocco","2010","55","0","55","0"
"Sweden","Mozambique","2010","1","0","1","0"
"Sweden","Myanmar","2010","46","0","46","0"
"Sweden","Namibia","2010","0","0","0","0"
"Sweden","Nepal","2010","19","0","19","0"
"Sweden","Netherlands","2010","4","0","4","0"
"Sweden","Nicaragua","2010","7","0","7","0"
"Sweden","Niger","2010","2","0","2","0"
"Sweden","Nigeria","2010","124","0","124","0"
"Sweden","Norway","2010","2","0","2","0"
"Sweden","Pakistan","2010","186","0","186","0"
"Sweden","Peru","2010","82","0","82","0"
"Sweden","Philippines","2010","38","0","38","0"
"Sweden","Poland","2010","14","0","14","0"
"Sweden","Rep. of Korea","2010","11","0","11","0"
"Sweden","Rep. of Moldova","2010","16","0","16","0"
"Sweden","Romania","2010","38","0","38","0"
"Sweden","Russian Federation","2010","1739","0","1739","0"
"Sweden","Rwanda","2010","48","0","48","0"
"Sweden","Saudi Arabia","2010","3","0","3","0"
"Sweden","Senegal","2010","5","0","5","0"
"Sweden","Serbia (and Kosovo: S/RES/1244 (1999))","2010","6848","0","6848","0"
"Sweden","Sierra Leone","2010","42","0","42","0"
"Sweden","Singapore","2010","2","0","2","0"
"Sweden","Slovakia","2010","6","0","6","0"
"Sweden","Slovenia","2010","1","0","1","0"
"Sweden","Somalia","2010","15238","0","15238","0"
"Sweden","Spain","2010","1","0","1","0"
"Sweden","Sri Lanka","2010","47","0","47","0"
"Sweden","Stateless","2010","3858","0","3858","0"
"Sweden","Sudan","2010","209","0","209","0"
"Sweden","Syrian Arab Rep.","2010","1169","0","1169","0"
"Sweden","Tajikistan","2010","45","0","45","0"
"Sweden","Thailand","2010","18","0","18","0"
"Sweden","The former Yugoslav Rep. of Macedonia","2010","130","0","130","0"
"Sweden","Togo","2010","13","0","13","0"
"Sweden","Tunisia","2010","47","0","47","0"
"Sweden","Turkey","2010","627","0","627","0"
"Sweden","Turkmenistan","2010","62","0","62","0"
"Sweden","Uganda","2010","66","0","66","0"
"Sweden","Ukraine","2010","140","0","140","0"
"Sweden","United Arab Emirates","2010","0","0","0","0"
"Sweden","United Kingdom","2010","4","0","4","0"
"Sweden","United Rep. of Tanzania","2010","14","0","14","0"
"Sweden","United States","2010","11","0","11","0"
"Sweden","Uruguay","2010","2","0","2","0"
"Sweden","Uzbekistan","2010","1413","0","1413","0"
"Sweden","Various","2010","666","0","666","0"
"Sweden","Venezuela (Bolivarian Republic of)","2010","6","0","6","0"
"Sweden","Viet Nam","2010","103","0","103","0"
"Sweden","Yemen","2010","178","0","178","0"
"Sweden","Zambia","2010","2","0","2","0"
"Sweden","Zimbabwe","2010","33","0","33","0"
"Switzerland","Afghanistan","2010","1929","0","1929","0"
"Switzerland","Albania","2010","62","0","62","0"
"Switzerland","Algeria","2010","204","0","204","0"
"Switzerland","Angola","2010","1440","0","1440","0"
"Switzerland","Argentina","2010","0","0","0","0"
"Switzerland","Armenia","2010","81","0","81","0"
"Switzerland","Austria","2010","3","0","3","0"
"Switzerland","Azerbaijan","2010","64","0","64","0"
"Switzerland","Bahrain","2010","1","0","1","0"
"Switzerland","Bangladesh","2010","54","0","54","0"
"Switzerland","Belarus","2010","29","0","29","0"
"Switzerland","Benin","2010","24","0","24","0"
"Switzerland","Bhutan","2010","1","0","1","0"
"Switzerland","Bolivia (Plurinational State of)","2010","11","0","11","0"
"Switzerland","Bosnia and Herzegovina","2010","3370","0","3370","0"
"Switzerland","Brazil","2010","7","0","7","0"
"Switzerland","Bulgaria","2010","12","0","12","0"
"Switzerland","Burkina Faso","2010","10","0","10","0"
"Switzerland","Burundi","2010","81","0","81","0"
"Switzerland","Cambodia","2010","398","0","398","0"
"Switzerland","Cameroon","2010","153","0","153","0"
"Switzerland","Central African Rep.","2010","7","0","7","0"
"Switzerland","Chad","2010","46","0","46","0"
"Switzerland","Chile","2010","15","0","15","0"
"Switzerland","China","2010","1400","0","1400","0"
"Switzerland","Colombia","2010","310","0","310","0"
"Switzerland","Congo","2010","86","0","86","0"
"Switzerland","Côte d'Ivoire","2010","114","0","114","0"
"Switzerland","Croatia","2010","50","0","50","0"
"Switzerland","Cuba","2010","44","0","44","0"
"Switzerland","Cyprus","2010","2","0","2","0"
"Switzerland","Czech Rep.","2010","11","0","11","0"
"Switzerland","Dem. People's Rep. of Korea","2010","4","0","4","0"
"Switzerland","Dem. Rep. of the Congo","2010","1416","0","1416","0"
"Switzerland","Djibouti","2010","0","0","0","0"
"Switzerland","Dominican Rep.","2010","4","0","4","0"
"Switzerland","Ecuador","2010","3","0","3","0"
"Switzerland","Egypt","2010","43","0","43","0"
"Switzerland","Eritrea","2010","6859","0","6859","0"
"Switzerland","Ethiopia","2010","601","0","601","0"
"Switzerland","France","2010","5","0","5","0"
"Switzerland","Gabon","2010","5","0","5","0"
"Switzerland","Gambia","2010","30","0","30","0"
"Switzerland","Georgia","2010","76","0","76","0"
"Switzerland","Germany","2010","2","0","2","0"
"Switzerland","Ghana","2010","5","0","5","0"
"Switzerland","Guinea","2010","76","0","76","0"
"Switzerland","Guinea-Bissau","2010","13","0","13","0"
"Switzerland","Haiti","2010","1","0","1","0"
"Switzerland","Hungary","2010","14","0","14","0"
"Switzerland","India","2010","32","0","32","0"
"Switzerland","Indonesia","2010","1","0","1","0"
"Switzerland","Iraq","2010","4563","0","4563","0"
"Switzerland","Islamic Rep. of Iran","2010","1265","0","1265","0"
"Switzerland","Israel","2010","1","0","1","0"
"Switzerland","Italy","2010","4","0","4","0"
"Switzerland","Jordan","2010","24","0","24","0"
"Switzerland","Kazakhstan","2010","14","0","14","0"
"Switzerland","Kenya","2010","32","0","32","0"
"Switzerland","Kuwait","2010","0","0","0","0"
"Switzerland","Kyrgyzstan","2010","15","0","15","0"
"Switzerland","Lao People's Dem. Rep.","2010","160","0","160","0"
"Switzerland","Latvia","2010","4","0","4","0"
"Switzerland","Lebanon","2010","50","0","50","0"
"Switzerland","Liberia","2010","47","0","47","0"
"Switzerland","Libya","2010","264","0","264","0"
"Switzerland","Lithuania","2010","1","0","1","0"
"Switzerland","Madagascar","2010","3","0","3","0"
"Switzerland","Malaysia","2010","3","0","3","0"
"Switzerland","Maldives","2010","5","0","5","0"
"Switzerland","Mali","2010","10","0","10","0"
"Switzerland","Mauritania","2010","3","0","3","0"
"Switzerland","Mongolia","2010","44","0","44","0"
"Switzerland","Montenegro","2010","29","0","29","0"
"Switzerland","Morocco","2010","29","0","29","0"
"Switzerland","Mozambique","2010","8","0","8","0"
"Switzerland","Myanmar","2010","35","0","35","0"
"Switzerland","Nepal","2010","8","0","8","0"
"Switzerland","Niger","2010","10","0","10","0"
"Switzerland","Nigeria","2010","66","0","66","0"
"Switzerland","Pakistan","2010","114","0","114","0"
"Switzerland","Paraguay","2010","1","0","1","0"
"Switzerland","Peru","2010","12","0","12","0"
"Switzerland","Philippines","2010","1","0","1","0"
"Switzerland","Poland","2010","7","0","7","0"
"Switzerland","Portugal","2010","4","0","4","0"
"Switzerland","Qatar","2010","1","0","1","0"
"Switzerland","Rep. of Moldova","2010","10","0","10","0"
"Switzerland","Romania","2010","35","0","35","0"
"Switzerland","Russian Federation","2010","546","0","546","0"
"Switzerland","Rwanda","2010","204","0","204","0"
"Switzerland","Saudi Arabia","2010","2","0","2","0"
"Switzerland","Senegal","2010","8","0","8","0"
"Switzerland","Serbia (and Kosovo: S/RES/1244 (1999))","2010","5288","0","5288","0"
"Switzerland","Sierra Leone","2010","41","0","41","0"
"Switzerland","Singapore","2010","0","0","0","0"
"Switzerland","Slovakia","2010","3","0","3","0"
"Switzerland","Slovenia","2010","1","0","1","0"
"Switzerland","Somalia","2010","4092","0","4092","0"
"Switzerland","South Africa","2010","5","0","5","0"
"Switzerland","Spain","2010","1","0","1","0"
"Switzerland","Sri Lanka","2010","3275","0","3275","0"
"Switzerland","State of Palestine","2010","88","0","88","0"
"Switzerland","Stateless","2010","104","0","104","0"
"Switzerland","Sudan","2010","154","0","154","0"
"Switzerland","Switzerland","2010","0","0","0","0"
"Switzerland","Syrian Arab Rep.","2010","694","0","694","0"
"Switzerland","Tajikistan","2010","3","0","3","0"
"Switzerland","The former Yugoslav Rep. of Macedonia","2010","151","0","151","0"
"Switzerland","Togo","2010","623","0","623","0"
"Switzerland","Tunisia","2010","574","0","574","0"
"Switzerland","Turkey","2010","4557","0","4557","0"
"Switzerland","Turkmenistan","2010","11","0","11","0"
"Switzerland","Uganda","2010","34","0","34","0"
"Switzerland","Ukraine","2010","29","0","29","0"
"Switzerland","United Rep. of Tanzania","2010","10","0","10","0"
"Switzerland","United States","2010","2","0","2","0"
"Switzerland","Uzbekistan","2010","44","0","44","0"
"Switzerland","Various","2010","430","0","430","0"
"Switzerland","Venezuela (Bolivarian Republic of)","2010","2","0","2","0"
"Switzerland","Viet Nam","2010","1484","0","1484","0"
"Switzerland","Western Sahara","2010","3","0","3","0"
"Switzerland","Yemen","2010","246","0","246","0"
"Switzerland","Zimbabwe","2010","13","0","13","0"
"Syrian Arab Rep.","Afghanistan","2010","1611","1611","1611","1611"
"Syrian Arab Rep.","Algeria","2010","1","1","1","1"
"Syrian Arab Rep.","Bulgaria","2010","1","1","1","1"
"Syrian Arab Rep.","Burundi","2010","6","6","6","6"
"Syrian Arab Rep.","Cameroon","2010","2","2","2","2"
"Syrian Arab Rep.","Chad","2010","1","1","1","1"
"Syrian Arab Rep.","Côte d'Ivoire","2010","3","3","3","3"
"Syrian Arab Rep.","Dem. Rep. of the Congo","2010","9","9","9","9"
"Syrian Arab Rep.","Djibouti","2010","2","2","2","2"
"Syrian Arab Rep.","Egypt","2010","14","14","14","14"
"Syrian Arab Rep.","Eritrea","2010","60","60","60","60"
"Syrian Arab Rep.","Ethiopia","2010","7","7","7","7"
"Syrian Arab Rep.","Iraq","2010","1000000","135205","1000000","135205"
"Syrian Arab Rep.","Islamic Rep. of Iran","2010","196","196","196","196"
"Syrian Arab Rep.","Jordan","2010","49","49","49","49"
"Syrian Arab Rep.","Kuwait","2010","3","3","3","3"
"Syrian Arab Rep.","Lebanon","2010","18","18","18","18"
"Syrian Arab Rep.","Libya","2010","3","3","3","3"
"Syrian Arab Rep.","Mauritania","2010","1","1","1","1"
"Syrian Arab Rep.","Morocco","2010","4","4","4","4"
"Syrian Arab Rep.","Pakistan","2010","11","11","11","11"
"Syrian Arab Rep.","Russian Federation","2010","3","3","3","3"
"Syrian Arab Rep.","Saudi Arabia","2010","4","4","4","4"
"Syrian Arab Rep.","Sierra Leone","2010","1","1","1","1"
"Syrian Arab Rep.","Somalia","2010","2762","2762","2762","2762"
"Syrian Arab Rep.","State of Palestine","2010","33","33","33","33"
"Syrian Arab Rep.","Stateless","2010","61","61","61","61"
"Syrian Arab Rep.","Sudan","2010","539","539","539","539"
"Syrian Arab Rep.","Tunisia","2010","2","2","2","2"
"Syrian Arab Rep.","Turkey","2010","7","7","7","7"
"Syrian Arab Rep.","Yemen","2010","58","58","58","58"
"Tajikistan","Afghanistan","2010","3126","2048","3126","2048"
"Tajikistan","Iraq","2010","4","4","4","4"
"Tajikistan","Sri Lanka","2010","1","1","1","1"
"Thailand","Afghanistan","2010","1","1","1","1"
"Thailand","Bangladesh","2010","0","0","0","0"
"Thailand","Cambodia","2010","30","30","30","30"
"Thailand","China","2010","61","61","61","61"
"Thailand","Côte d'Ivoire","2010","15","15","15","15"
"Thailand","Dem. Rep. of the Congo","2010","15","15","15","15"
"Thailand","Ethiopia","2010","2","2","2","2"
"Thailand","Iraq","2010","76","76","76","76"
"Thailand","Islamic Rep. of Iran","2010","13","13","13","13"
"Thailand","Lao People's Dem. Rep.","2010","149","149","149","149"
"Thailand","Liberia","2010","1","1","1","1"
"Thailand","Myanmar","2010","95718","95718","95718","95718"
"Thailand","Nepal","2010","17","17","17","17"
"Thailand","Pakistan","2010","60","60","60","60"
"Thailand","Rwanda","2010","4","4","4","4"
"Thailand","Saudi Arabia","2010","1","1","1","1"
"Thailand","Somalia","2010","122","122","122","122"
"Thailand","Sri Lanka","2010","350","350","350","350"
"Thailand","State of Palestine","2010","14","14","14","14"
"Thailand","Stateless","2010","1","1","1","1"
"Thailand","Sudan","2010","1","1","1","1"
"Thailand","Togo","2010","1","1","1","1"
"Thailand","Turkey","2010","1","1","1","1"
"Thailand","Uganda","2010","0","0","0","0"
"Thailand","Viet Nam","2010","21","21","21","21"
"Thailand","Yemen","2010","0","0","0","0"
"Thailand","Zimbabwe","2010","1","1","1","1"
"The former Yugoslav Rep. of Macedonia","Bosnia and Herzegovina","2010","0","0","21","21"
"The former Yugoslav Rep. of Macedonia","Serbia (and Kosovo: S/RES/1244 (1999))","2010","958","958","1376","1376"
"The former Yugoslav Rep. of Macedonia","State of Palestine","2010","1","1","1","1"
"Timor-Leste","Côte d'Ivoire","2010","1","1","1","1"
"Togo","Burundi","2010","9","9","9","9"
"Togo","Central African Rep.","2010","11","11","11","11"
"Togo","Chad","2010","15","15","15","15"
"Togo","Congo","2010","20","20","20","20"
"Togo","Côte d'Ivoire","2010","66","66","66","66"
"Togo","Dem. Rep. of the Congo","2010","76","76","76","76"
"Togo","Ghana","2010","13575","3679","13575","3679"
"Togo","Iraq","2010","3","3","3","3"
"Togo","Islamic Rep. of Iran","2010","1","1","1","1"
"Togo","Liberia","2010","6","6","6","6"
"Togo","Nigeria","2010","18","18","18","18"
"Togo","Rwanda","2010","245","245","245","245"
"Togo","Somalia","2010","1","1","1","1"
"Togo","Sri Lanka","2010","3","3","3","3"
"Togo","Sudan","2010","2","2","2","2"
"Trinidad and Tobago","Bangladesh","2010","1","1","1","1"
"Trinidad and Tobago","Cameroon","2010","1","1","1","1"
"Trinidad and Tobago","Colombia","2010","5","5","5","5"
"Trinidad and Tobago","Côte d'Ivoire","2010","2","2","2","2"
"Trinidad and Tobago","Cuba","2010","1","1","1","1"
"Trinidad and Tobago","Gambia","2010","2","2","2","2"
"Trinidad and Tobago","Haiti","2010","5","5","5","5"
"Trinidad and Tobago","Islamic Rep. of Iran","2010","4","4","4","4"
"Trinidad and Tobago","Kenya","2010","1","1","1","1"
"Trinidad and Tobago","Liberia","2010","3","3","3","3"
"Trinidad and Tobago","Senegal","2010","2","2","2","2"
"Trinidad and Tobago","Sierra Leone","2010","0","0","0","0"
"Trinidad and Tobago","Somalia","2010","2","2","2","2"
"Tunisia","Algeria","2010","21","17","21","17"
"Tunisia","Bulgaria","2010","1","0","1","0"
"Tunisia","Burundi","2010","4","0","4","0"
"Tunisia","Central African Rep.","2010","3","2","3","2"
"Tunisia","Côte d'Ivoire","2010","15","10","15","10"
"Tunisia","Guinea","2010","1","0","1","0"
"Tunisia","Iraq","2010","6","6","6","6"
"Tunisia","Islamic Rep. of Iran","2010","6","0","6","0"
"Tunisia","Oman","2010","1","0","1","0"
"Tunisia","Poland","2010","1","0","1","0"
"Tunisia","Russian Federation","2010","2","2","2","2"
"Tunisia","Rwanda","2010","7","0","7","0"
"Tunisia","State of Palestine","2010","16","1","16","1"
"Tunisia","Syrian Arab Rep.","2010","5","0","5","0"
"Turkey","Afghanistan","2010","1491","1491","1491","1491"
"Turkey","Algeria","2010","1","1","1","1"
"Turkey","Angola","2010","1","1","1","1"
"Turkey","China","2010","5","5","5","5"
"Turkey","Côte d'Ivoire","2010","3","3","3","3"
"Turkey","Cuba","2010","1","1","1","1"
"Turkey","Dem. Rep. of the Congo","2010","12","12","12","12"
"Turkey","Egypt","2010","6","6","6","6"
"Turkey","Eritrea","2010","50","50","50","50"
"Turkey","Ethiopia","2010","21","21","21","21"
"Turkey","Georgia","2010","0","0","0","0"
"Turkey","Guinea","2010","1","1","1","1"
"Turkey","India","2010","0","0","0","0"
"Turkey","Iraq","2010","5277","5277","5277","5277"
"Turkey","Islamic Rep. of Iran","2010","1911","1911","1911","1911"
"Turkey","Jordan","2010","4","4","4","4"
"Turkey","Lebanon","2010","1","1","1","1"
"Turkey","Liberia","2010","4","4","4","4"
"Turkey","Morocco","2010","6","6","6","6"
"Turkey","Myanmar","2010","0","0","0","0"
"Turkey","Nigeria","2010","4","4","4","4"
"Turkey","Pakistan","2010","0","0","0","0"
"Turkey","Philippines","2010","1","1","1","1"
"Turkey","Russian Federation","2010","5","5","5","5"
"Turkey","Rwanda","2010","1","1","1","1"
"Turkey","Saudi Arabia","2010","1","1","1","1"
"Turkey","Sierra Leone","2010","0","0","0","0"
"Turkey","Somalia","2010","932","932","932","932"
"Turkey","Sri Lanka","2010","30","30","30","30"
"Turkey","State of Palestine","2010","64","64","64","64"
"Turkey","Stateless","2010","6","6","6","6"
"Turkey","Sudan","2010","130","130","130","130"
"Turkey","Syrian Arab Rep.","2010","9","9","9","9"
"Turkey","Tajikistan","2010","1","1","1","1"
"Turkey","Togo","2010","1","1","1","1"
"Turkey","Tunisia","2010","3","3","3","3"
"Turkey","Turkmenistan","2010","2","2","2","2"
"Turkey","Ukraine","2010","0","0","0","0"
"Turkey","Uzbekistan","2010","45","45","45","45"
"Turkey","Yemen","2010","2","2","2","2"
"Turkmenistan","Afghanistan","2010","30","30","30","30"
"Turkmenistan","Armenia","2010","4","4","4","4"
"Turkmenistan","Azerbaijan","2010","24","24","24","24"
"Turkmenistan","Russian Federation","2010","4","4","4","4"
"Uganda","Burundi","2010","4950","4950","4950","4950"
"Uganda","Cameroon","2010","2","2","2","2"
"Uganda","Canada","2010","1","1","1","1"
"Uganda","Central African Rep.","2010","9","9","9","9"
"Uganda","Chad","2010","5","5","5","5"
"Uganda","Congo","2010","3","3","3","3"
"Uganda","Dem. Rep. of the Congo","2010","81804","81804","81804","81804"
"Uganda","Eritrea","2010","3490","3490","3490","3490"
"Uganda","Ethiopia","2010","982","982","982","982"
"Uganda","Greece","2010","1","1","1","1"
"Uganda","Islamic Rep. of Iran","2010","2","2","2","2"
"Uganda","Kenya","2010","1397","1397","1397","1397"
"Uganda","Liberia","2010","3","3","3","3"
"Uganda","Malawi","2010","1","1","1","1"
"Uganda","Pakistan","2010","24","24","24","24"
"Uganda","Rwanda","2010","12590","12590","12590","12590"
"Uganda","Sierra Leone","2010","1","1","1","1"
"Uganda","Somalia","2010","11151","11151","11151","11151"
"Uganda","Sudan","2010","19382","19382","19382","19382"
"Uganda","United Rep. of Tanzania","2010","3","3","3","3"
"Ukraine","Afghanistan","2010","1339","147","1339","147"
"Ukraine","Algeria","2010","1","0","1","0"
"Ukraine","Angola","2010","31","4","31","4"
"Ukraine","Armenia","2010","198","9","198","9"
"Ukraine","Azerbaijan","2010","175","20","175","20"
"Ukraine","Bangladesh","2010","8","3","8","3"
"Ukraine","Belarus","2010","21","0","21","0"
"Ukraine","Bosnia and Herzegovina","2010","1","0","1","0"
"Ukraine","Burkina Faso","2010","1","0","1","0"
"Ukraine","Burundi","2010","7","0","7","0"
"Ukraine","Cameroon","2010","1","0","1","0"
"Ukraine","Chad","2010","7","0","7","0"
"Ukraine","China","2010","3","2","3","2"
"Ukraine","Congo","2010","30","1","30","1"
"Ukraine","Côte d'Ivoire","2010","3","2","3","2"
"Ukraine","Cuba","2010","2","2","2","2"
"Ukraine","Dem. Rep. of the Congo","2010","64","6","64","6"
"Ukraine","Egypt","2010","2","0","2","0"
"Ukraine","Ethiopia","2010","22","7","22","7"
"Ukraine","Georgia","2010","71","2","571","2"
"Ukraine","Guinea","2010","4","3","4","3"
"Ukraine","Guinea-Bissau","2010","1","0","1","0"
"Ukraine","India","2010","1","0","1","0"
"Ukraine","Iraq","2010","68","17","68","17"
"Ukraine","Islamic Rep. of Iran","2010","51","8","51","8"
"Ukraine","Jordan","2010","3","0","3","0"
"Ukraine","Kazakhstan","2010","11","4","11","4"
"Ukraine","Lebanon","2010","4","0","4","0"
"Ukraine","Liberia","2010","4","1","4","1"
"Ukraine","Libya","2010","1","0","1","0"
"Ukraine","Madagascar","2010","2","29","2","29"
"Ukraine","Mali","2010","2","1","2","1"
"Ukraine","Mozambique","2010","1","0","1","0"
"Ukraine","Nigeria","2010","3","0","3","0"
"Ukraine","Pakistan","2010","0","0","0","0"
"Ukraine","Russian Federation","2010","131","0","131","0"
"Ukraine","Rwanda","2010","6","0","6","0"
"Ukraine","Saudi Arabia","2010","1","0","1","0"
"Ukraine","Serbia (and Kosovo: S/RES/1244 (1999))","2010","4","0","4","0"
"Ukraine","Sierra Leone","2010","5","0","5","0"
"Ukraine","Somalia","2010","28","11","28","11"
"Ukraine","Sri Lanka","2010","7","3","7","3"
"Ukraine","State of Palestine","2010","22","6","22","6"
"Ukraine","Stateless","2010","18","4","18","4"
"Ukraine","Sudan","2010","56","4","56","4"
"Ukraine","Syrian Arab Rep.","2010","42","0","42","0"
"Ukraine","Tajikistan","2010","12","0","12","0"
"Ukraine","Tonga","2010","1","0","1","0"
"Ukraine","Turkey","2010","7","0","7","0"
"Ukraine","Turkmenistan","2010","4","0","4","0"
"Ukraine","Uganda","2010","1","0","1","0"
"Ukraine","Uzbekistan","2010","34","22","34","22"
"United Arab Emirates","Afghanistan","2010","4","4","4","4"
"United Arab Emirates","Eritrea","2010","8","8","8","8"
"United Arab Emirates","Iraq","2010","432","432","432","432"
"United Arab Emirates","Islamic Rep. of Iran","2010","10","10","10","10"
"United Arab Emirates","Pakistan","2010","5","5","5","5"
"United Arab Emirates","Somalia","2010","19","19","19","19"
"United Arab Emirates","State of Palestine","2010","11","11","11","11"
